name,smiles,stress_type,reagent,severity,temp_bin,duration_bin,strength_bin,temperature_mean,duration_mean,strength_mean,pH_mean,initial_api_percent,initial_degradant_percent,true_api_loss_percent,true_degradant_percent,model_predicted_api_loss_percent,model_predicted_degradant_percent,avg_mass,logP,logS,PSA,HBD,HBA,rot_bonds,rings,pKa_acid,pKa_base,smb_mass_balance,amb_mass_balance,amb_deficiency,rmb_mass_balance,rmb_deficiency
Bendroflumethiazide,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,base_hydrolysis,NaOH,strong,high,medium,medium,60.0,2.0,0.1,13.0,100.0,0.0,10.0,4.0,12.18,5.18,421.415,1.7,-3.3,118.36,3.0,5.0,4.0,3.0,9.04,-3.1,93.0,93.0,7.0,42.52873563218388,57.47126436781612
Gefitinib,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,acid_hydrolysis,HCl,moderate,high,medium,medium,60.0,4.0,0.1,1.2,100.0,0.0,7.0,2.5,6.8,2.84,446.902,3.75,-4.2,68.74,1.0,7.0,8.0,4.0,16.11,6.85,96.04,96.04,3.9599999999999937,41.764705882352956,58.235294117647044
Pyrazinamide,NC(=O)C1=NC=CN=C1,acid_hydrolysis,HCl,moderate,mid,short,high,40.0,1.0,1.0,0.5,100.0,0.0,7.5,3.2,8.43,3.56,123.1127,-1.2,-0.12,68.87,1.0,3.0,1.0,1.0,13.06,-0.55,95.13,95.13,4.8700000000000045,42.230130486358206,57.769869513641794
Nitisinone,[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O,base_hydrolysis,NaOH,strong,high,short,medium,60.0,1.0,0.1,13.0,100.0,0.0,15.0,5.5,12.58,5.35,329.2281,3.13,-4.6,94.35,0.0,5.0,4.0,2.0,7.44,-7.3,92.77,92.77,7.230000000000004,42.527821939586644,57.472178060413356
Beclomethasone dipropionate,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,6.0,0.1,13.0,100.0,0.0,9.0,4.5,7.52,3.17,521.042,4.43,-5.4,106.97,1.0,5.0,8.0,4.0,13.85,-3.3,95.65,95.65,4.349999999999994,42.15425531914896,57.84574468085104
Loracarbef,N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1,acid_hydrolysis,HCl,moderate,mid,short,high,40.0,1.0,1.0,0.5,100.0,0.0,12.0,5.0,8.61,3.64,349.769,-2.4,-3.0,112.73,3.0,5.0,4.0,3.0,2.93,7.23,95.03,95.03,4.969999999999999,42.27642276422765,57.72357723577235
Timolol,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1,acid_hydrolysis,HCl,moderate,high,short,low,60.0,1.0,0.01,2.0,100.0,0.0,6.0,3.0,4.99,2.07,316.42,1.34,-3.1,79.74,2.0,7.0,7.0,2.0,14.08,9.76,97.08,97.08,2.9200000000000017,41.48296593186377,58.51703406813623
Loratadine,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,acid_hydrolysis,HCl,mild,low,medium,medium,25.0,13.0,0.3,1.0,100.0,0.0,3.0,1.0,2.81,1.15,382.883,4.55,-4.5,42.43,0.0,2.0,2.0,4.0,,4.33,98.34,98.34,1.6599999999999966,40.925266903914554,59.074733096085446
Bendroflumethiazide,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,acid_hydrolysis,HCl,moderate,mid,short,high,40.0,1.0,1.0,0.5,100.0,0.0,9.0,3.5,8.6,3.64,421.415,1.7,-3.3,118.36,3.0,5.0,4.0,3.0,9.04,-3.1,95.04,95.04,4.959999999999994,42.32558139534886,57.67441860465114
Carbidopa,C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O,base_hydrolysis,NaOH,strong,high,short,medium,60.0,1.0,0.1,13.0,100.0,0.0,13.0,5.0,12.48,5.31,226.2292,-1.2,-1.8,115.81,5.0,6.0,4.0,1.0,2.35,5.66,92.83,92.83,7.170000000000002,42.548076923076906,57.451923076923094
Lercanidipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1,acid_hydrolysis,HCl,moderate,mid,short,high,40.0,1.0,1.0,0.5,100.0,0.0,8.0,3.0,8.6,3.64,611.7272,6.41,-6.6,111.01,1.0,6.0,14.0,4.0,16.96,9.36,95.04,95.04,4.959999999999994,42.32558139534886,57.67441860465114
Asparagine,N[C@@H](CC(N)=O)C(O)=O,base_hydrolysis,NaOH,mild,low,medium,medium,25.0,13.0,0.3,13.25,100.0,0.0,1.5,0.6,3.6,1.51,132.1179,-4.3,0.1,106.41,3.0,4.0,3.0,0.0,2.0,8.43,97.91000000000001,97.91000000000001,2.089999999999989,41.944444444444514,58.055555555555486
Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,6.0,0.1,1.2,100.0,0.0,5.0,2.0,5.36,2.17,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,96.81,96.81,3.1899999999999977,40.485074626865675,59.514925373134325
Flunisolide,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,base_hydrolysis,NaOH,strong,high,medium,medium,60.0,2.0,0.1,13.0,100.0,0.0,16.0,5.0,12.24,5.21,434.4977,1.56,-4.1,93.06,2.0,6.0,2.0,5.0,13.73,-2.9,92.97,92.97,7.030000000000001,42.5653594771242,57.4346405228758
Dydrogesterone,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,acid_hydrolysis,HCl,strong,high,short,high,60.0,0.5,1.0,0.5,100.0,0.0,16.0,6.0,13.08,5.58,312.4458,3.79,-4.8,34.14,0.0,2.0,1.0,4.0,19.4,-4.8,92.5,92.5,7.5,42.660550458715605,57.339449541284395
Vitamin A,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,acid_hydrolysis,HCl,strong,high,short,high,60.0,0.5,1.0,0.5,100.0,0.0,16.0,5.0,13.86,5.91,286.4516,4.69,-4.6,20.23,1.0,1.0,5.0,1.0,16.44,-2.2,92.05,92.05,7.950000000000003,42.64069264069265,57.35930735930735
Trospium,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1,acid_hydrolysis,HCl,mild,low,medium,high,25.0,2.0,1.0,0.5,100.0,0.0,3.0,1.5,2.5,0.95,392.518,-0.5,-6.8,46.53,1.0,2.0,5.0,5.0,11.05,-4.5,98.45,98.45,1.5499999999999972,38.0,62.0
Fluticasone propionate,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,acid_hydrolysis,HCl,moderate,mid,short,high,40.0,1.0,1.0,0.5,100.0,0.0,8.0,3.0,8.57,3.62,500.571,3.72,-4.6,80.67,1.0,4.0,6.0,4.0,13.61,-3.4,95.05000000000001,95.05000000000001,4.949999999999989,42.24037339556596,57.75962660443404
Secobarbital,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,base_hydrolysis,NaOH,strong,high,short,medium,60.0,1.0,0.1,13.0,100.0,0.0,11.0,3.8,12.23,5.21,238.2829,2.03,-2.3,75.27,2.0,3.0,5.0,1.0,7.48,,92.97999999999999,92.97999999999999,7.02000000000001,42.600163532297614,57.399836467702386
Calcifediol,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,base_hydrolysis,NaOH,strong,high,short,medium,60.0,1.0,0.1,13.0,100.0,0.0,10.0,5.0,11.19,4.76,400.6371,5.65,-5.3,40.46,2.0,2.0,6.0,3.0,18.38,-0.98,93.57000000000001,93.57000000000001,6.429999999999993,42.53798033958893,57.46201966041107
Loracarbef,N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1,acid_hydrolysis,HCl,moderate,high,short,low,60.0,1.0,0.01,2.0,100.0,0.0,6.0,2.5,5.31,2.22,349.769,-2.4,-3.0,112.73,3.0,5.0,4.0,3.0,2.93,7.23,96.91,96.91,3.0900000000000034,41.80790960451976,58.19209039548024
Nitazoxanide,CC(=O)OC1=CC=CC=C1C(=O)NC1=NC=C(S1)[N+]([O-])=O,acid_hydrolysis,HCl,moderate,high,short,low,60.0,1.0,0.01,2.0,100.0,0.0,2.0,1.0,4.92,2.02,307.282,2.12,-4.6,111.43,1.0,5.0,5.0,2.0,10.62,-4.2,97.1,97.1,2.9000000000000057,41.056910569105675,58.943089430894325
Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,acid_hydrolysis,HCl,mild,low,medium,low,25.0,6.0,0.01,2.0,100.0,0.0,1.0,0.5,2.12,0.89,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,98.77,98.77,1.230000000000004,41.98113207547161,58.01886792452839
Acetyldigitoxin,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](OC(C)=O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)C1=CC(=O)OC1,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,5.0,2.5,4.71,1.97,806.9757,4.04,-4.8,188.9,4.0,12.0,9.0,8.0,7.18,0.24,97.26,97.26,2.739999999999995,41.82590233545653,58.17409766454347
Acetyldigitoxin,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](OC(C)=O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)C1=CC(=O)OC1,acid_hydrolysis,HCl,mild,low,medium,medium,25.0,13.0,0.3,1.0,100.0,0.0,3.0,1.5,2.86,1.19,806.9757,4.04,-4.8,188.9,4.0,12.0,9.0,8.0,7.18,0.24,98.33,98.33,1.6700000000000017,41.608391608391614,58.391608391608386
Baclofen,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,acid_hydrolysis,HCl,mild,low,medium,medium,25.0,13.0,0.3,1.0,100.0,0.0,3.0,0.8,2.81,1.14,213.661,-0.78,-2.5,63.32,2.0,3.0,4.0,1.0,3.89,9.79,98.33,98.33,1.6700000000000017,40.56939501779356,59.43060498220644
Sucralfate,O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,6.0,2.0,4.94,2.08,1558.67,-5.9,-3.3,772.17,16.0,35.0,37.0,2.0,13.53,-3.0,97.14,97.14,2.8599999999999994,42.105263157894754,57.894736842105246
Methyclothiazide,CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,acid_hydrolysis,HCl,moderate,high,medium,medium,60.0,4.0,0.1,1.2,100.0,0.0,6.0,2.0,6.96,2.92,360.237,0.53,-2.6,109.57,2.0,5.0,2.0,2.0,9.29,-3.4,95.96000000000001,95.96000000000001,4.039999999999992,41.954022988505784,58.045977011494216
Fluticasone propionate,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,base_hydrolysis,NaOH,mild,low,medium,medium,25.0,13.0,0.3,13.25,100.0,0.0,4.0,1.0,3.43,1.43,500.571,3.72,-4.6,80.67,1.0,4.0,6.0,4.0,13.61,-3.4,98.0,98.0,2.0,41.69096209912528,58.30903790087472
Oxaliplatin,[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,4.0,1.5,3.87,1.52,397.294,-0.47,-1.2,85.82,0.0,0.0,0.0,3.0,,,97.64999999999999,97.64999999999999,2.3500000000000085,39.27648578811365,60.72351421188635
Nimodipine,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,base_hydrolysis,NaOH,strong,high,short,high,60.0,0.5,1.0,14.0,100.0,0.0,18.0,9.0,16.55,7.08,418.4403,2.54,-4.5,117.0,1.0,6.0,10.0,2.0,16.96,-4.1,90.53,90.53,9.469999999999999,42.77945619335348,57.22054380664652
Atomoxetine,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,acid_hydrolysis,HCl,moderate,high,short,low,60.0,1.0,0.01,2.0,100.0,0.0,4.0,2.0,4.96,2.05,255.3547,3.81,-4.8,21.26,1.0,2.0,6.0,2.0,,9.8,97.09,97.09,2.9099999999999966,41.33064516129037,58.66935483870963
Ethambutol,CC[C@@H](CO)NCCN[C@@H](CC)CO,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,4.5,0.03,12.25,100.0,0.0,4.0,2.0,5.48,2.29,204.3098,-0.059,,64.52,4.0,4.0,9.0,0.0,14.82,9.55,96.81,96.81,3.1899999999999977,41.78832116788318,58.21167883211682
Acarbose,[H]C(=O)[C@H](O)[C@@H](O)[C@]([H])(O[C@@]1([H])O[C@H](CO)[C@@]([H])(O[C@H]2O[C@H](C)[C@@H](N[C@@]3([H])C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO,acid_hydrolysis,HCl,mild,low,medium,high,25.0,2.0,1.0,0.5,100.0,0.0,4.0,2.0,3.72,1.56,645.608,-8.3,-0.78,329.01,14.0,19.0,13.0,3.0,11.83,7.03,97.84,97.84,2.1599999999999966,41.93548387096776,58.06451612903224
Adenosine phosphate,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,acid_hydrolysis,HCl,moderate,high,short,low,60.0,1.0,0.01,2.0,100.0,0.0,5.0,1.8,5.33,2.23,347.2212,-4.7,,186.07,5.0,10.0,4.0,3.0,1.23,3.92,96.9,96.9,3.0999999999999943,41.838649155722344,58.161350844277656
Secobarbital,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,4.0,1.5,4.66,1.94,238.2829,2.03,-2.3,75.27,2.0,3.0,5.0,1.0,7.48,,97.28,97.28,2.719999999999999,41.63090128755368,58.36909871244632
Montelukast,OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1,base_hydrolysis,NaOH,mild,low,medium,low,25.0,6.0,0.01,12.0,100.0,0.0,2.0,1.0,1.94,0.76,586.183,8.49,-7.8,70.42,2.0,4.0,12.0,5.0,4.4,3.12,98.82000000000001,98.82000000000001,1.1799999999999926,39.17525773195881,60.82474226804119
Vidarabine,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,4.0,2.0,4.75,1.98,267.2413,-2.1,-1.3,139.54,4.0,8.0,2.0,3.0,12.45,3.94,97.23,97.23,2.769999999999996,41.68421052631579,58.31578947368421
Vidarabine,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,acid_hydrolysis,HCl,mild,low,medium,high,25.0,2.0,1.0,0.5,100.0,0.0,4.0,2.0,3.56,1.48,267.2413,-2.1,-1.3,139.54,4.0,8.0,2.0,3.0,12.45,3.94,97.92,97.92,2.0799999999999983,41.57303370786514,58.42696629213486
Ornithine,NCCC[C@H](N)C(O)=O,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,4.5,0.03,1.75,100.0,0.0,4.0,1.0,5.29,2.22,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,96.92999999999999,96.92999999999999,3.0700000000000074,41.9659735349716,58.0340264650284
Fluticasone propionate,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,acid_hydrolysis,HCl,mild,low,medium,low,25.0,6.0,0.01,2.0,100.0,0.0,2.0,0.5,2.0,0.83,500.571,3.72,-4.6,80.67,1.0,4.0,6.0,4.0,13.61,-3.4,98.83,98.83,1.1700000000000017,41.5,58.5
Betamethasone,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,base_hydrolysis,NaOH,mild,low,medium,medium,25.0,13.0,0.3,13.25,100.0,0.0,4.0,1.8,3.39,1.41,392.4611,1.68,-3.9,94.83,3.0,5.0,2.0,4.0,12.42,-3.3,98.02,98.02,1.980000000000004,41.592920353982294,58.407079646017706
Pentagastrin,CSCC[C@H](NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,acid_hydrolysis,HCl,mild,low,medium,high,25.0,2.0,1.0,0.5,100.0,0.0,4.0,2.0,3.65,1.52,767.9,1.05,-5.5,250.91,8.0,8.0,22.0,3.0,4.0,,97.86999999999999,97.86999999999999,2.1300000000000097,41.64383561643829,58.35616438356171
Cefdinir,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,6.0,2.0,5.98,2.5,395.414,-0.89,-3.6,158.21,4.0,8.0,5.0,3.0,2.73,3.61,96.52,96.52,3.480000000000004,41.8060200668896,58.1939799331104
Ornithine,NCCC[C@H](N)C(O)=O,acid_hydrolysis,HCl,strong,high,short,high,60.0,0.5,1.0,0.5,100.0,0.0,16.0,7.0,14.16,6.04,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,91.88000000000001,91.88000000000001,8.11999999999999,42.65536723163843,57.34463276836157
Fenoprofen,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,4.5,0.03,12.25,100.0,0.0,6.0,2.5,5.58,2.33,242.2699,3.65,-3.5,46.53,1.0,2.0,4.0,2.0,3.96,-3.7,96.75,96.75,3.25,41.756272401433705,58.243727598566295
Ramipril,[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,6.0,0.1,1.2,100.0,0.0,5.0,2.0,6.89,2.9,416.5106,1.47,-4.0,95.94,2.0,5.0,10.0,3.0,3.75,5.2,96.01,96.01,3.989999999999995,42.089985486211894,57.910014513788106
Sucralfate,O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O,base_hydrolysis,NaOH,strong,high,short,medium,60.0,1.0,0.1,13.0,100.0,0.0,10.0,3.0,12.68,5.39,1558.67,-5.9,-3.3,772.17,16.0,35.0,37.0,2.0,13.53,-3.0,92.71,92.71,7.290000000000006,42.5078864353312,57.4921135646688
Sulpiride,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,acid_hydrolysis,HCl,moderate,high,short,low,60.0,1.0,0.01,2.0,100.0,0.0,5.0,2.0,5.23,2.19,341.426,0.22,-2.8,101.73,2.0,5.0,6.0,2.0,10.24,8.39,96.96,96.96,3.0400000000000063,41.87380497131928,58.12619502868072
Sulpiride,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,base_hydrolysis,NaOH,strong,high,short,high,60.0,0.5,1.0,14.0,100.0,0.0,20.0,10.0,16.24,6.95,341.426,0.22,-2.8,101.73,2.0,5.0,6.0,2.0,10.24,8.39,90.71000000000001,90.71000000000001,9.289999999999992,42.79556650246307,57.20443349753693
Pyrazinamide,NC(=O)C1=NC=CN=C1,acid_hydrolysis,HCl,mild,low,medium,high,25.0,2.0,1.0,0.5,100.0,0.0,3.0,1.0,3.5,1.45,123.1127,-1.2,-0.12,68.87,1.0,3.0,1.0,1.0,13.06,-0.55,97.95,97.95,2.049999999999997,41.42857142857142,58.57142857142858
Tranexamic acid,NC[C@H]1CC[C@@H](CC1)C(O)=O,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,4.5,0.03,12.25,100.0,0.0,5.0,2.0,5.33,2.22,157.2102,-1.6,-0.94,63.32,2.0,3.0,2.0,1.0,4.56,10.22,96.89,96.89,3.1099999999999994,41.65103189493435,58.34896810506565
Lorazepam,OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,6.0,0.1,13.0,100.0,0.0,6.0,3.0,6.93,2.88,321.158,3.53,-4.3,61.69,2.0,3.0,1.0,3.0,10.61,-2.2,95.94999999999999,95.94999999999999,4.050000000000011,41.558441558441515,58.441558441558485
Carbidopa,C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O,base_hydrolysis,NaOH,moderate,mid,short,high,40.0,1.0,1.0,14.0,100.0,0.0,9.0,3.5,9.29,3.93,226.2292,-1.2,-1.8,115.81,5.0,6.0,4.0,1.0,2.35,5.66,94.64000000000001,94.64000000000001,5.359999999999985,42.303552206673885,57.696447793326115
Ethionamide,CCC1=NC=CC(=C1)C(N)=S,base_hydrolysis,NaOH,strong,high,short,high,60.0,0.5,1.0,14.0,100.0,0.0,12.0,4.0,14.42,6.15,166.243,1.33,-2.3,38.91,1.0,1.0,2.0,1.0,11.89,5.0,91.73,91.73,8.269999999999996,42.64909847434119,57.35090152565881
Fluvoxamine,COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,acid_hydrolysis,HCl,mild,low,medium,medium,25.0,13.0,0.3,1.0,100.0,0.0,1.0,0.5,2.98,1.25,318.34,2.8,-4.6,56.84,1.0,4.0,10.0,1.0,,8.86,98.27,98.27,1.730000000000004,41.94630872483216,58.05369127516784
Cyproheptadine,CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,4.5,0.03,1.75,100.0,0.0,3.0,1.0,4.9,2.03,287.3981,4.38,-4.3,3.24,0.0,1.0,0.0,4.0,,8.05,97.13,97.13,2.8700000000000045,41.428571428571374,58.571428571428626
Amodiaquine,CCN(CC)CC1=C(O)C=CC(NC2=C3C=CC(Cl)=CC3=NC=C2)=C1,acid_hydrolysis,HCl,moderate,high,short,low,60.0,1.0,0.01,2.0,100.0,0.0,6.0,2.0,4.45,1.79,355.861,3.8,-4.6,48.39,2.0,4.0,6.0,3.0,9.1,10.17,97.34,97.34,2.6599999999999966,40.22471910112357,59.77528089887643
Linezolid,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,4.5,0.03,12.25,100.0,0.0,5.0,1.8,5.81,2.45,337.3461,0.64,-2.4,71.11,1.0,5.0,4.0,3.0,14.85,-1.2,96.64,96.64,3.3599999999999994,42.168674698795165,57.831325301204835
Lymecycline,[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)=C(O)[C@H]2N(C)C,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,7.0,2.5,4.83,2.03,602.6328,-7.1,-2.7,242.98,9.0,13.0,10.0,4.0,2.51,9.77,97.2,97.2,2.799999999999997,42.02898550724639,57.97101449275361
Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,3.0,1.5,4.44,1.82,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,97.38,97.38,2.6200000000000045,40.99099099099101,59.00900900900899
Disopyramide,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,4.5,0.03,1.75,100.0,0.0,4.0,1.2,4.82,1.99,339.4745,3.47,-3.8,59.22,1.0,3.0,8.0,2.0,16.19,10.42,97.17,97.17,2.8299999999999983,41.28630705394197,58.71369294605803
Fluorouracil,FC1=CNC(=O)NC1=O,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,6.0,0.1,1.2,100.0,0.0,5.0,2.5,6.23,2.58,130.0772,-0.66,-1.4,58.2,2.0,2.0,0.0,1.0,7.18,-8.0,96.35,96.35,3.6500000000000057,41.41252006420543,58.58747993579457
Betamethasone,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,base_hydrolysis,NaOH,moderate,mid,short,high,40.0,1.0,1.0,14.0,100.0,0.0,8.0,3.5,9.18,3.88,392.4611,1.68,-3.9,94.83,3.0,5.0,2.0,4.0,12.42,-3.3,94.69999999999999,94.69999999999999,5.300000000000011,42.265795206971646,57.734204793028354
